AAVE.USD,ADA.USD,ALGO.USD,APE.USD,APT.USD,ATOM.USD,AVAX.USD,AXS.USD,BCH.USD,BNB.USD,BTC.USD,CHZ.USD,CRV.USD,DASH.USD,DOGE.USD,DOT.USD,EGLD.USD,EOS.USD,ETC.USD,ETH.USD,FIL.USD,FLOW.USD,FTM.USD,GRT.USD,HBAR.USD,ICP.USD,IMX.USD,LDO.USD,LINK.USD,LRC.USD,LTC.USD,MANA.USD,MASK.USD,MATIC.USD,MKR.USD,NEAR.USD,NEO.USD,OP.USD,PAXG.USD,QNT.USD,SAND.USD,SNX.USD,SOL.USD,THETA.USD,TRX.USD,UNI.USD,VET.USD,XLM.USD,XTZ.USD,ZIL.USD
76.5,0.3403,0.2267,4.773,11.4062,12.024,16.36,8.93,125.8,290.8,22538.74,0.1239,0.929,67.71,0.0756,6.0,43.1,1.2375,20.29,1581.61,6.05,1.073,0.409,0.1433,0.0655,5.486,1.028,2.573,6.92,0.3283,91.05,0.5863,3.27,1.148,873.0,2.089,12.392,2.416,1847.0,126.6,0.6255,2.999,21.54,1.032,0.06728,6.246,0.02469,0.0838,1.1323,0.02781
76.5,0.3409,0.2273,4.895,11.4062,12.064,16.42,8.93,125.8,291.5,22562.08,0.1239,0.929,67.71,0.0759,6.01,43.1,1.24,20.3,1582.82,6.075,1.073,0.4115,0.1447,0.0657,5.502,1.035,2.611,6.964,0.3283,91.41,0.5863,3.28,1.1507,873.0,2.094,12.4,2.434,1847.0,126.4,0.6255,2.994,21.44,1.032,0.06736,6.2376,0.02475,0.0838,1.1323,0.02786
76.8,0.341,0.227,4.861,11.4637,12.083,16.43,8.97,125.8,291.2,22576.72,0.1239,0.934,67.71,0.0758,6.0,43.1,1.2415,20.28,1582.0,6.116,1.073,0.4114,0.1443,0.0655,5.5,1.035,2.652,6.967,0.3306,91.48,0.5903,3.28,1.1538,881.0,2.097,12.32,2.424,1847.0,126.4,0.6342,2.971,21.4,1.032,0.0674,6.2376,0.02467,0.0843,1.1347,0.02786
76.7,0.3415,0.2277,4.901,11.4609,12.107,16.45,8.97,126.3,291.3,22606.12,0.1239,0.933,67.71,0.0759,6.02,43.45,1.2415,20.31,1583.23,6.116,1.073,0.4125,0.1449,0.0657,5.5,1.04,2.65,6.967,0.3306,91.56,0.5903,3.28,1.1557,882.0,2.104,12.32,2.445,1847.0,126.4,0.6349,3.012,21.48,1.032,0.0674,6.2576,0.02474,0.0841,1.1311,0.028
76.7,0.3406,0.2281,4.904,11.4609,12.091,16.48,8.97,126.3,291.5,22599.89,0.1239,0.931,67.71,0.076,6.01,43.45,1.2377,20.3,1583.19,6.116,1.073,0.4134,0.1449,0.0658,5.5,1.04,2.65,6.982,0.3306,91.57,0.5903,3.28,1.1558,886.0,2.107,12.32,2.443,1847.0,126.4,0.6349,2.989,21.5,1.032,0.06747,6.2576,0.02476,0.0843,1.1311,0.02805
76.7,0.3413,0.2281,4.898,11.5242,12.113,16.49,8.97,126.3,291.7,22597.42,0.1239,0.933,67.71,0.0759,6.02,43.54,1.2377,20.31,1584.24,6.116,1.073,0.4135,0.1454,0.0658,5.53,1.033,2.642,6.969,0.3307,91.41,0.5925,3.28,1.1573,903.0,2.11,12.42,2.449,1847.0,126.4,0.6389,2.991,21.48,1.032,0.06754,6.2576,0.0248,0.0843,1.1311,0.02805
76.6,0.3411,0.2281,4.884,11.4652,12.107,16.46,8.97,126.3,291.5,22559.57,0.1239,0.933,67.71,0.0758,6.02,43.39,1.2377,20.26,1581.22,6.116,1.073,0.412,0.1454,0.0657,5.5,1.033,2.64,6.975,0.3307,91.42,0.5925,3.28,1.1538,897.0,2.108,12.42,2.429,1847.0,126.4,0.636,2.979,21.38,1.032,0.06754,6.2576,0.02472,0.0843,1.1311,0.02805
76.7,0.3417,0.2282,4.884,11.4652,12.124,16.46,8.97,126.2,292.6,22589.71,0.1239,0.93,67.71,0.0758,6.01,43.5,1.2377,20.28,1582.24,6.116,1.073,0.4129,0.1454,0.0659,5.5,1.033,2.63,6.988,0.3307,91.46,0.5925,3.28,1.1552,889.0,2.11,12.407,2.429,1847.0,126.4,0.636,2.99,21.43,1.037,0.06743,6.2576,0.02474,0.0843,1.134,0.02815
76.9,0.3419,0.2287,4.87,11.4652,12.121,16.47,8.97,126.2,292.4,22583.92,0.1245,0.931,67.71,0.0758,6.04,43.47,1.2341,20.25,1581.73,6.13,1.073,0.4132,0.1453,0.0658,5.54,1.044,2.63,6.99,0.3306,91.59,0.5909,3.28,1.1553,887.0,2.109,12.407,2.434,1848.0,129.1,0.6404,3.002,21.41,1.037,0.06743,6.2576,0.02476,0.0843,1.1377,0.02821
77.0,0.3426,0.2285,4.857,11.4652,12.142,16.52,8.96,126.2,292.3,22600.1,0.1245,0.931,67.71,0.0759,6.04,43.47,1.2341,20.28,1582.74,6.13,1.073,0.4158,0.1453,0.0658,5.54,1.044,2.639,6.999,0.3306,91.7,0.5909,3.28,1.1556,894.0,2.117,12.398,2.44,1851.0,129.2,0.6404,3.002,21.39,1.037,0.06737,6.2576,0.02475,0.0845,1.1393,0.02815
76.8,0.3426,0.2284,4.857,11.4652,12.133,16.51,8.96,126.2,292.4,22604.0,0.1242,0.93,67.71,0.0758,6.03,43.56,1.2341,20.27,1582.38,6.156,1.073,0.4148,0.1457,0.0657,5.54,1.052,2.639,7.0,0.3306,91.59,0.5923,3.28,1.1566,894.0,2.116,12.46,2.441,1851.0,130.0,0.6404,2.983,21.44,1.037,0.06748,6.2576,0.02472,0.0845,1.1393,0.02815
76.8,0.3421,0.2284,4.857,11.4652,12.111,16.47,8.96,126.2,292.3,22585.48,0.1243,0.93,67.71,0.0758,6.03,43.48,1.2341,20.23,1580.65,6.156,1.073,0.4135,0.1458,0.0656,5.54,1.052,2.639,6.992,0.3306,91.53,0.5912,3.28,1.1539,894.0,2.111,12.382,2.446,1851.0,131.2,0.6404,2.985,21.35,1.037,0.06741,6.2576,0.02471,0.084,1.1393,0.02812
76.8,0.3413,0.228,4.857,11.445,12.107,16.43,8.96,126.2,292.1,22558.41,0.1243,0.93,67.71,0.0757,6.01,43.45,1.2341,20.21,1576.88,6.108,1.073,0.4124,0.1453,0.0658,5.49,1.052,2.639,6.981,0.3306,91.39,0.5906,3.317,1.1506,884.0,2.109,12.382,2.426,1851.0,131.2,0.6349,2.979,21.3,1.037,0.06747,6.238,0.02469,0.084,1.1393,0.02812
76.8,0.3404,0.2277,4.855,11.4062,12.132,16.41,8.96,126.2,291.7,22539.57,0.1239,0.925,67.71,0.0757,6.01,43.37,1.2294,20.17,1575.65,6.103,1.073,0.4114,0.1448,0.0656,5.49,1.036,2.639,6.965,0.3298,91.16,0.5906,3.317,1.1482,884.0,2.102,12.346,2.421,1851.0,130.6,0.6349,2.98,21.29,1.037,0.06739,6.238,0.0247,0.0842,1.1426,0.02809
76.3,0.3385,0.2266,4.826,11.3579,12.071,16.27,8.87,126.2,290.4,22407.68,0.1239,0.92,67.71,0.0754,5.97,43.2,1.221,20.01,1567.26,6.061,1.073,0.4082,0.1438,0.0655,5.48,1.045,2.611,6.918,0.3298,90.54,0.5846,3.28,1.1407,874.0,2.089,12.226,2.406,1851.0,130.1,0.635,2.967,21.2,1.037,0.06711,6.1958,0.0245,0.0839,1.1325,0.02786
76.2,0.3355,0.2248,4.786,11.2181,11.99,16.11,8.78,124.1,288.1,22262.72,0.1218,0.911,67.11,0.0745,5.93,42.85,1.2093,19.84,1557.94,5.99,1.058,0.4027,0.1419,0.0647,5.42,1.022,2.595,6.847,0.3298,89.54,0.5785,3.247,1.1333,866.0,2.068,12.095,2.38,1851.0,129.4,0.6244,2.943,21.02,1.031,0.06669,6.141,0.0242,0.0832,1.1195,0.02758
76.5,0.3379,0.2267,4.805,11.3312,12.07,16.25,8.88,124.5,289.5,22337.97,0.1218,0.917,67.11,0.0751,5.95,42.85,1.2114,19.99,1564.01,6.05,1.058,0.4065,0.1431,0.0653,5.42,1.022,2.598,6.9,0.3298,90.28,0.5826,3.247,1.1409,875.0,2.092,12.111,2.401,1851.0,130.0,0.6244,2.963,21.21,1.031,0.06702,6.1789,0.02445,0.0832,1.128,0.02781
76.5,0.3387,0.2269,4.807,11.3409,12.072,16.23,8.85,124.9,289.6,22361.56,0.1218,0.92,67.11,0.0751,5.97,43.15,1.2163,20.03,1565.11,6.08,1.065,0.408,0.1439,0.0655,5.42,1.022,2.599,6.912,0.3279,90.34,0.584,3.247,1.1416,873.0,2.094,12.193,2.404,1851.0,130.0,0.6244,2.979,21.18,1.031,0.06705,6.2008,0.02453,0.0832,1.128,0.02786
76.5,0.3385,0.2271,4.807,11.3409,12.083,16.27,8.85,125.1,289.7,22363.8,0.1218,0.92,67.11,0.075,5.96,43.18,1.2153,20.02,1565.84,6.08,1.065,0.4051,0.1437,0.0653,5.42,1.022,2.61,6.914,0.3279,90.53,0.584,3.247,1.1432,868.0,2.091,12.193,2.395,1847.0,129.6,0.6244,2.962,21.2,1.031,0.06709,6.2084,0.02446,0.0832,1.1299,0.02783
76.5,0.339,0.2272,4.807,11.3158,12.114,16.28,8.85,125.2,290.0,22360.77,0.1218,0.923,67.68,0.0751,5.96,43.21,1.2184,20.02,1566.72,6.078,1.065,0.406,0.1434,0.0652,5.42,1.022,2.606,6.913,0.3279,90.7,0.582,3.247,1.1452,874.0,2.091,12.193,2.389,1847.0,129.6,0.6251,2.962,21.2,1.031,0.06709,6.2084,0.0245,0.0839,1.1316,0.02783
76.7,0.34,0.2272,4.821,11.3292,12.167,16.3,8.85,125.4,290.4,22401.17,0.1218,0.924,67.68,0.0753,6.0,43.21,1.2211,20.07,1568.34,6.094,1.065,0.4072,0.1441,0.0655,5.42,1.022,2.616,6.942,0.3279,90.8,0.5854,3.247,1.1485,874.0,2.099,12.193,2.407,1847.0,129.6,0.6242,2.962,21.24,1.028,0.06709,6.2084,0.02455,0.0839,1.1339,0.02783
76.7,0.3403,0.228,4.821,11.3227,12.18,16.32,8.85,125.6,290.6,22415.7,0.1218,0.926,67.68,0.0754,5.99,43.4,1.2211,20.07,1569.26,6.105,1.065,0.4074,0.1444,0.0655,5.42,1.025,2.609,6.933,0.3279,90.85,0.5854,3.247,1.1472,874.0,2.101,12.329,2.404,1847.0,129.6,0.6242,2.962,21.25,1.031,0.0672,6.2084,0.02458,0.0839,1.1366,0.02783
76.7,0.3402,0.228,4.821,11.3359,12.211,16.32,8.85,125.6,290.4,22415.18,0.1218,0.926,67.68,0.0754,5.99,43.4,1.2211,20.07,1568.57,6.117,1.065,0.4076,0.1442,0.0654,5.42,1.025,2.609,6.933,0.3279,90.77,0.5854,3.247,1.1475,874.0,2.101,12.329,2.399,1855.28,130.6,0.6242,2.99,21.27,1.031,0.0672,6.2194,0.02458,0.0839,1.1353,0.0279
76.8,0.341,0.2281,4.828,11.3516,12.245,16.33,8.85,125.5,290.7,22421.41,0.1218,0.928,67.68,0.0755,6.0,43.4,1.2233,20.12,1569.13,6.162,1.065,0.4094,0.1446,0.0654,5.456,1.022,2.594,6.933,0.3279,90.91,0.5854,3.302,1.1518,874.0,2.106,12.273,2.402,1855.28,130.6,0.6242,2.99,21.33,1.03,0.0672,6.2194,0.0246,0.0839,1.1387,0.02796
76.8,0.3404,0.2285,4.823,11.3516,12.247,16.35,8.85,125.6,290.7,22411.86,0.1218,0.928,67.68,0.0755,6.01,43.4,1.2233,20.12,1569.24,6.162,1.065,0.4098,0.1448,0.0656,5.456,1.02,2.594,6.944,0.3279,90.91,0.5864,3.302,1.1489,884.0,2.106,12.329,2.402,1855.28,130.6,0.6297,2.996,21.29,1.03,0.0672,6.2194,0.0246,0.0839,1.1388,0.02796
76.8,0.3404,0.2281,4.823,11.3516,12.224,16.33,8.85,125.5,290.4,22413.62,0.1218,0.928,67.68,0.0754,6.0,43.4,1.2233,20.08,1569.31,6.162,1.065,0.4087,0.1447,0.0656,5.48,1.019,2.594,6.944,0.3279,90.91,0.5864,3.302,1.147,880.0,2.102,12.268,2.405,1855.28,131.0,0.6257,2.994,21.3,1.03,0.06724,6.2194,0.02461,0.0839,1.1345,0.02796
76.8,0.3404,0.2286,4.834,11.3516,12.233,16.35,8.85,125.5,290.7,22415.42,0.1218,0.928,67.68,0.0755,6.01,43.4,1.2233,20.08,1569.39,6.162,1.065,0.4079,0.1452,0.0656,5.48,1.026,2.594,6.945,0.331,90.66,0.5864,3.302,1.1469,880.0,2.102,12.268,2.401,1855.28,130.9,0.6257,2.994,21.31,1.03,0.06724,6.2423,0.02461,0.0839,1.1346,0.02798
76.8,0.3404,0.2287,4.835,11.3506,12.24,16.37,8.85,125.5,290.7,22410.0,0.1218,0.928,67.68,0.0755,6.02,43.46,1.2233,20.08,1569.03,6.16,1.073,0.4096,0.1451,0.0657,5.48,1.029,2.594,6.946,0.3306,90.66,0.5864,3.302,1.1474,880.0,2.102,12.268,2.401,1855.28,130.5,0.6257,2.994,21.34,1.03,0.06724,6.2417,0.02462,0.0839,1.1346,0.02798
76.8,0.3403,0.2286,4.835,11.3506,12.253,16.37,8.85,125.5,290.7,22410.36,0.1239,0.928,67.68,0.0755,6.01,43.41,1.2237,20.08,1568.7,6.16,1.073,0.4077,0.1451,0.0657,5.48,1.03,2.597,6.949,0.3305,90.79,0.5864,3.302,1.1464,880.0,2.1,12.268,2.401,1855.28,130.5,0.6257,2.994,21.31,1.03,0.06724,6.2417,0.02462,0.0839,1.1346,0.02797
76.8,0.3403,0.2286,4.843,11.3506,12.212,16.37,8.85,125.9,290.7,22412.93,0.1239,0.929,67.68,0.0754,6.01,43.41,1.2237,20.08,1568.92,6.16,1.073,0.4085,0.1451,0.0657,5.48,1.03,2.597,6.949,0.3305,90.71,0.5864,3.302,1.1457,882.0,2.1,12.268,2.401,1855.28,130.5,0.6294,2.991,21.3,1.03,0.06727,6.25,0.02461,0.0839,1.1345,0.02797
76.8,0.3403,0.2286,4.847,11.3011,12.189,16.36,8.85,125.8,290.6,22388.58,0.1239,0.929,67.68,0.0754,6.01,43.51,1.2237,20.08,1567.3,6.16,1.073,0.4082,0.1447,0.0656,5.48,1.03,2.587,6.949,0.3305,90.59,0.5858,3.302,1.1476,882.0,2.097,12.231,2.402,1855.28,130.5,0.6294,2.983,21.3,1.034,0.06727,6.25,0.02461,0.0839,1.1345,0.02797
76.8,0.3399,0.2286,4.85,11.3011,12.197,16.35,8.89,125.8,290.5,22391.33,0.1239,0.929,67.68,0.0754,5.99,43.51,1.2237,20.08,1567.95,6.117,1.073,0.4085,0.1444,0.0656,5.478,1.033,2.587,6.936,0.3305,90.63,0.5858,3.302,1.1458,880.0,2.094,12.231,2.392,1855.28,129.2,0.6294,2.98,21.33,1.034,0.06719,6.25,0.02457,0.0839,1.1345,0.02797
76.8,0.3401,0.229,4.84,11.3254,12.209,16.39,8.91,125.8,290.8,22415.51,0.1238,0.926,67.68,0.0755,6.01,43.58,1.2246,20.08,1569.04,6.12,1.069,0.4099,0.1453,0.0657,5.48,1.045,2.587,6.957,0.3311,90.65,0.5872,3.302,1.148,880.0,2.095,12.251,2.392,1855.28,129.2,0.6294,2.974,21.38,1.034,0.06719,6.25,0.02464,0.084,1.1345,0.02788
76.9,0.3407,0.229,4.853,11.3674,12.22,16.39,8.93,126.0,291.0,22428.35,0.1238,0.926,67.79,0.0756,6.01,43.58,1.2246,20.08,1568.73,6.142,1.077,0.41,0.1455,0.0658,5.5,1.045,2.606,6.961,0.3311,90.92,0.5883,3.306,1.1479,880.0,2.095,12.251,2.413,1855.28,129.8,0.6294,2.992,21.35,1.034,0.06733,6.2601,0.02467,0.0842,1.1345,0.02796
76.9,0.34,0.2292,4.85,11.3674,12.221,16.41,8.93,126.0,291.1,22450.12,0.1239,0.931,67.79,0.0756,6.02,43.58,1.2268,20.08,1569.83,6.16,1.077,0.4108,0.1458,0.0658,5.5,1.047,2.606,6.963,0.3311,91.06,0.5888,3.306,1.1486,880.0,2.105,12.251,2.42,1855.28,130.0,0.6294,2.992,21.38,1.034,0.06735,6.267,0.02471,0.0844,1.1372,0.02796
77.0,0.3405,0.2294,4.85,11.3674,12.206,16.41,8.93,126.0,291.0,22456.24,0.1239,0.931,67.79,0.0756,6.01,43.58,1.2268,20.12,1569.99,6.16,1.077,0.4115,0.146,0.0657,5.5,1.048,2.606,6.96,0.3311,91.18,0.5892,3.306,1.1494,880.0,2.105,12.251,2.417,1855.28,129.5,0.6294,3.006,21.41,1.034,0.06736,6.267,0.02471,0.0844,1.1405,0.02796
77.0,0.3401,0.2293,4.855,11.3674,12.196,16.41,8.93,126.0,291.0,22439.58,0.1239,0.931,67.79,0.0756,6.01,43.59,1.2268,20.11,1569.52,6.157,1.078,0.4113,0.1456,0.0657,5.5,1.048,2.606,6.96,0.3303,91.1,0.5892,3.306,1.1485,880.0,2.105,12.251,2.413,1855.28,129.5,0.6294,2.995,21.36,1.034,0.06727,6.267,0.0247,0.0844,1.1405,0.02796
77.0,0.3404,0.2293,4.857,11.3674,12.206,16.41,8.93,126.0,290.9,22441.69,0.1239,0.931,67.79,0.0756,6.01,43.59,1.2268,20.11,1569.69,6.165,1.078,0.412,0.1458,0.0655,5.5,1.052,2.606,6.96,0.3303,90.97,0.5892,3.306,1.1485,881.0,2.101,12.31,2.413,1855.28,130.1,0.6294,2.995,21.39,1.034,0.06733,6.267,0.02473,0.0844,1.1396,0.02796
76.9,0.3406,0.2297,4.864,11.3674,12.227,16.42,8.93,126.2,291.1,22441.71,0.1241,0.929,67.79,0.0758,6.02,43.59,1.2268,20.14,1569.94,6.181,1.078,0.4122,0.1467,0.0655,5.5,1.053,2.606,6.96,0.3303,91.16,0.5892,3.32,1.1492,881.0,2.101,12.31,2.413,1855.28,130.1,0.6312,2.995,21.37,1.034,0.06733,6.267,0.02472,0.0844,1.1396,0.02799
76.9,0.3405,0.2295,4.864,11.3674,12.231,16.41,8.93,126.2,291.0,22428.76,0.1241,0.929,67.79,0.0757,6.02,43.59,1.2268,20.14,1569.35,6.181,1.078,0.4113,0.1458,0.0655,5.5,1.053,2.594,6.96,0.3303,91.19,0.5892,3.32,1.1476,881.0,2.101,12.31,2.411,1855.28,129.9,0.6312,2.995,21.41,1.034,0.06733,6.2765,0.02471,0.0844,1.1396,0.02797
76.9,0.3408,0.2302,4.869,11.3674,12.225,16.44,8.93,126.0,291.1,22442.46,0.1241,0.929,67.79,0.0758,6.02,43.53,1.2268,20.14,1569.94,6.205,1.078,0.4139,0.1458,0.0655,5.5,1.051,2.594,6.96,0.3303,91.17,0.5892,3.32,1.1476,881.0,2.099,12.31,2.409,1855.28,129.9,0.6312,2.995,21.41,1.034,0.06733,6.2827,0.02474,0.0844,1.1396,0.02797
76.9,0.3408,0.2299,4.869,11.3674,12.218,16.44,8.94,126.0,291.1,22426.0,0.1241,0.929,67.79,0.0758,6.02,43.53,1.227,20.13,1569.23,6.191,1.078,0.4123,0.1458,0.0656,5.5,1.051,2.594,6.96,0.3303,91.17,0.5892,3.32,1.1493,881.0,2.099,12.31,2.409,1855.28,129.9,0.6312,3.005,21.4,1.034,0.06733,6.2827,0.02474,0.0844,1.1396,0.02797
76.9,0.3413,0.2299,4.871,11.3674,12.229,16.45,8.94,126.2,291.3,22465.8,0.1241,0.932,67.79,0.0759,6.01,43.53,1.227,20.17,1573.33,6.148,1.078,0.4139,0.1458,0.0656,5.5,1.047,2.616,6.972,0.3303,91.17,0.5892,3.32,1.1491,881.0,2.099,12.31,2.409,1855.28,129.9,0.6312,3.017,21.41,1.034,0.06729,6.2849,0.02473,0.0844,1.1396,0.02797
76.9,0.3413,0.2299,4.876,11.3674,12.209,16.47,8.94,126.2,291.3,22444.93,0.1241,0.932,67.79,0.0758,6.01,43.53,1.2272,20.15,1571.89,6.174,1.078,0.4135,0.1458,0.0655,5.51,1.047,2.619,6.972,0.3303,91.17,0.5901,3.33,1.1512,881.0,2.099,12.31,2.432,1855.28,130.4,0.6312,3.017,21.42,1.038,0.06734,6.3012,0.02476,0.0844,1.1396,0.02797
76.9,0.3407,0.2298,4.877,11.4381,12.196,16.43,8.94,126.2,291.2,22429.0,0.1244,0.932,67.79,0.0759,6.01,43.53,1.2272,20.15,1571.07,6.164,1.078,0.4117,0.1465,0.0655,5.51,1.047,2.619,6.972,0.3303,91.02,0.5895,3.33,1.151,881.0,2.099,12.31,2.42,1855.28,131.2,0.6292,3.017,21.4,1.038,0.06734,6.3012,0.02473,0.0845,1.1396,0.02797
76.9,0.3407,0.2294,4.877,11.429,12.185,16.43,8.94,126.2,290.9,22432.82,0.1244,0.932,67.79,0.0759,6.0,43.53,1.2272,20.13,1571.27,6.164,1.078,0.4118,0.1458,0.0655,5.509,1.038,2.619,6.958,0.3303,91.1,0.5895,3.33,1.1494,886.0,2.099,12.327,2.414,1855.28,131.2,0.6292,3.026,21.4,1.038,0.06725,6.3012,0.02472,0.0842,1.1396,0.02797
76.9,0.3406,0.2298,4.857,11.429,12.173,16.42,8.94,126.2,290.9,22437.79,0.1244,0.932,67.79,0.0758,6.0,43.53,1.2272,20.13,1571.63,6.164,1.078,0.4125,0.1457,0.0654,5.509,1.038,2.619,6.964,0.3303,91.27,0.5895,3.33,1.1499,886.0,2.099,12.327,2.414,1855.28,130.6,0.6292,3.026,21.41,1.038,0.06725,6.3012,0.02471,0.0842,1.1396,0.02797
76.9,0.3402,0.2296,4.857,11.429,12.165,16.42,8.94,126.2,290.9,22430.52,0.1244,0.932,67.79,0.0757,6.0,43.53,1.2272,20.13,1571.33,6.164,1.078,0.4111,0.1458,0.0654,5.509,1.038,2.619,6.955,0.3303,91.2,0.5895,3.33,1.1491,886.0,2.099,12.307,2.414,1855.28,130.6,0.6292,3.007,21.41,1.038,0.06727,6.2862,0.02469,0.0842,1.1396,0.02797
76.9,0.3401,0.2296,4.857,11.3978,12.169,16.42,8.94,126.2,290.9,22430.0,0.1244,0.932,67.77,0.0757,5.99,43.53,1.2271,20.13,1570.53,6.164,1.078,0.411,0.1458,0.0655,5.509,1.038,2.599,6.955,0.3303,91.11,0.5878,3.318,1.1485,890.0,2.099,12.307,2.405,1855.28,130.6,0.6292,3.007,21.36,1.038,0.06727,6.2862,0.02469,0.0844,1.1396,0.02797
76.9,0.34,0.2295,4.857,11.3978,12.176,16.42,8.94,126.2,290.6,22430.74,0.1244,0.932,67.77,0.0757,5.99,43.53,1.2309,20.13,1570.47,6.164,1.078,0.4107,0.1456,0.0655,5.509,1.044,2.599,6.955,0.3303,91.1,0.5878,3.318,1.1484,890.0,2.099,12.306,2.408,1855.28,130.6,0.6292,2.999,21.37,1.031,0.06722,6.2862,0.02466,0.0844,1.1396,0.02797
76.9,0.3399,0.2294,4.845,11.3978,12.184,16.39,8.94,126.2,290.6,22425.31,0.1244,0.932,67.77,0.0757,5.97,43.53,1.2309,20.11,1570.57,6.144,1.073,0.4105,0.1456,0.0654,5.509,1.043,2.599,6.955,0.3298,91.1,0.5867,3.318,1.1475,896.0,2.099,12.306,2.405,1855.28,130.6,0.6292,2.999,21.39,1.031,0.06722,6.2862,0.02463,0.0844,1.1396,0.02797
76.9,0.3397,0.2292,4.845,11.3978,12.185,16.4,8.94,126.2,290.5,22409.22,0.1244,0.932,67.51,0.0757,5.97,43.53,1.2309,20.11,1569.16,6.13,1.069,0.4093,0.1456,0.0653,5.509,1.043,2.599,6.943,0.3298,90.92,0.5867,3.318,1.1458,897.0,2.099,12.306,2.395,1855.28,130.4,0.6292,2.999,21.36,1.031,0.06722,6.2862,0.02462,0.0844,1.1396,0.02785
76.9,0.3397,0.2292,4.849,11.3978,12.189,16.38,8.94,125.7,290.5,22401.54,0.1236,0.932,67.51,0.0756,5.97,43.53,1.2309,20.11,1569.39,6.13,1.069,0.4096,0.1455,0.0653,5.509,1.043,2.599,6.941,0.3298,90.93,0.5867,3.318,1.1434,898.0,2.088,12.306,2.399,1855.28,130.4,0.6292,2.994,21.35,1.029,0.06722,6.2862,0.02462,0.0844,1.1396,0.0278
76.9,0.3398,0.2295,4.849,11.3565,12.175,16.39,8.94,125.7,290.6,22417.73,0.1236,0.932,67.51,0.0756,5.97,43.45,1.2293,20.11,1570.15,6.13,1.069,0.4106,0.1455,0.0652,5.509,1.043,2.599,6.941,0.3298,90.9,0.5867,3.318,1.1452,898.0,2.088,12.306,2.4,1855.28,130.4,0.6292,2.993,21.34,1.029,0.06722,6.2862,0.02459,0.0844,1.1396,0.0278
76.9,0.3398,0.2295,4.849,11.3565,12.193,16.39,8.92,125.8,290.7,22426.02,0.1236,0.932,67.51,0.0756,5.97,43.51,1.2293,20.11,1571.04,6.13,1.069,0.4103,0.1455,0.0652,5.509,1.049,2.595,6.941,0.3298,90.9,0.5863,3.318,1.1452,898.0,2.09,12.306,2.398,1855.28,130.4,0.6292,3.012,21.33,1.029,0.06722,6.2862,0.0246,0.0844,1.1393,0.0278
76.9,0.3398,0.2295,4.849,11.3592,12.161,16.41,8.92,125.7,290.8,22423.3,0.1236,0.932,67.51,0.0756,5.97,43.51,1.2293,20.11,1570.22,6.13,1.069,0.4095,0.1451,0.0652,5.482,1.049,2.595,6.941,0.3298,90.9,0.5864,3.318,1.1431,894.0,2.09,12.306,2.398,1855.28,130.4,0.6292,3.006,21.33,1.029,0.06722,6.2862,0.02459,0.0841,1.1393,0.02783
76.9,0.34,0.2296,4.849,11.3592,12.176,16.41,8.92,125.8,290.6,22415.02,0.1236,0.926,67.51,0.0756,5.98,43.48,1.2293,20.09,1570.38,6.13,1.069,0.4083,0.1451,0.065,5.47,1.049,2.587,6.932,0.3298,90.87,0.5847,3.318,1.1412,899.0,2.09,12.306,2.398,1855.28,130.4,0.6292,3.012,21.33,1.029,0.06717,6.2862,0.02456,0.0841,1.1407,0.02783
76.9,0.3402,0.2294,4.842,11.3254,12.167,16.4,8.92,125.8,290.6,22411.55,0.1236,0.926,67.51,0.0755,5.98,43.48,1.2293,20.09,1569.39,6.115,1.069,0.4078,0.1451,0.0651,5.47,1.049,2.576,6.928,0.3298,90.87,0.5845,3.318,1.1391,899.0,2.087,12.306,2.385,1855.28,130.4,0.6292,2.995,21.3,1.032,0.06717,6.2862,0.02453,0.0839,1.1407,0.02783
76.8,0.3398,0.2293,4.849,11.3266,12.187,16.38,8.92,125.8,290.5,22416.58,0.1236,0.925,67.51,0.0755,5.97,43.44,1.2293,20.09,1569.89,6.095,1.066,0.4086,0.1451,0.0651,5.47,1.049,2.576,6.926,0.3298,90.87,0.5845,3.318,1.1392,899.0,2.08,12.306,2.389,1855.28,130.4,0.6274,2.995,21.28,1.027,0.06707,6.2603,0.02453,0.0839,1.1407,0.02783
76.7,0.3399,0.2293,4.849,11.3241,12.186,16.38,8.92,125.7,290.5,22419.52,0.1237,0.925,67.51,0.0755,5.97,43.44,1.2293,20.09,1571.08,6.095,1.066,0.4083,0.1449,0.0651,5.481,1.049,2.57,6.927,0.3298,90.8,0.5845,3.318,1.1408,908.0,2.08,12.306,2.394,1855.28,130.3,0.6274,2.995,21.29,1.027,0.06718,6.2603,0.02453,0.0839,1.1407,0.02783
76.7,0.3401,0.2293,4.849,11.3241,12.168,16.38,8.92,125.7,290.6,22416.97,0.1237,0.925,67.51,0.0755,5.97,43.36,1.2293,20.11,1570.25,6.095,1.066,0.4085,0.1454,0.0651,5.481,1.049,2.57,6.95,0.3298,90.9,0.5842,3.305,1.1401,908.0,2.084,12.306,2.394,1855.28,130.3,0.6274,2.995,21.35,1.027,0.06718,6.2603,0.02454,0.084,1.1407,0.02783
